,idx,title,ingredients,directions,#actions
6116,6116,Asparagus-Bacon Roll-Ups,"[""12 slices white sandwich bread"", ""1 container whipped cream cheese"", ""12 fresh asparagus spears or canned asparagus spears"", ""crumbled bacon bits"", ""melted butter"", ""Parmesan cheese""]","[""Cook the asparagus spears; drain and cool."", ""Use a rolling pin to flatten out the bread."", ""Cut off the crusts after you have rolled over the bread."", ""This given an uptown finish to the roll-ups. Spread the cream cheese over the bread slices, sprinkle bacon bits over this, add the asparagus spear and roll as for a jellyroll. Cut each slice in half, place on cookie sheet, brush each roll with butter and sprinkle the Parmesan cheese on top."", ""Bake in hot oven (400\u00b0) until the Parmesan has a golden glow (about 5 to 8 minutes), but watch closely so the rolls don't burn."", ""You could also broil 6 inches from broiler until lightly toasted."", ""Yields 24 appetizers.""]",4
6119,6119,Sherried Chicken,"[""4 boneless chicken breasts"", ""2 c. sliced fresh mushrooms"", ""1 pt. sour cream"", ""1/2 c. sherry"", ""1/2 stick butter""]","[""Saute chicken over medium heat in 1 tablespoon oil until golden."", ""Remove chicken."", ""Saute mushrooms until cooked."", ""Add sherry and butter."", ""Stir in sour cream until well mixed."", ""Heat for 2 to 3 minutes."", ""Add chicken."", ""Heat through."", ""Serve over rice.""]",4
6200,6200,Surprise Cinnamon Rolls,"[""1 (24 oz.) loaf Sunbeam bread"", ""1 (8 oz.) cream cheese"", ""1 egg yolk"", ""1/8 c. sugar"", ""1 tsp. vanilla"", ""1 1/2 sticks melted butter"", ""1 c. sugar"", ""1 1/2 tsp. cinnamon""]","[""Beat cream cheese, egg yolk, 1/8 cup sugar and vanilla together until smooth."", ""Mix sugar and cinnamon together to roll bread in. Trim crust from bread."", ""Flatten each slice with a rolling pin. Spread with cream cheese mixture and roll each tightly."", ""When all are rolled, dip each roll in butter, then roll in cinnamon-sugar mixture."", ""Place in a 9 x 13-inch pan."", ""Cut each roll in half."", ""Bake at 350\u00b0 for 15 to 20 minutes."", ""May be made ahead and frozen.""]",4
6228,6228,Cherry Nut Upside-Down Cake(Yields 100 Servings)  ,"[""3 lb. 12 oz. all-purpose flour"", ""3 lb. 15 oz. sugar"", ""5 oz. nonfat dry milk"", ""3 oz. baking powder"", ""1 oz. salt"", ""1 lb. 12 oz. shortening"", ""1 lb. 12.5 oz. eggs"", ""1 oz. vanilla"", ""1.5 qt. water"", ""8 lb. frozen cherries, drained"", ""1 lb. brown sugar"", ""1/2 lb. butter"", ""1 lb. walnuts""]","[""Drain cherries."", ""Blend dry ingredients 5 minutes in mixer on low."", ""Add eggs, vanilla and half of water to dry ingredients. Blend 1/2 minute on low speed."", ""Beat 5 minutes on high speed."", ""Add remaining water and blend 1/2 minute on low speed; beat 2 minutes on medium speed."", ""Place melted butter on baking pan."", ""Cover butter with brown sugar."", ""Sprinkle nuts over sugar and butter mixture. Layer cherries on top (4 pounds in each pan)."", ""Pour 7 pounds 2 ounces cake batter over ingredients in pans."", ""Bake at 350\u00b0 for approximately 30 minutes."", ""Cut 12 x 20 x 2-inch."", ""Invert each portion as you serve.""]",4
6301,6301,Chicken Pot Pie,"[""1 to 2 carrots, chopped"", ""2 celery stalks, chopped"", ""1 medium onion, chopped"", ""2 to 3 tomatoes, chopped"", ""4 to 5 cooked chicken half breasts, chopped"", ""4 to 5 cooked, mashed potatoes"", ""1 1/2 c. chicken broth"", ""3 Tbsp. flour"", ""3 Tbsp. vegetable oil"", ""1 tsp. seasoned salt"", ""parsley flakes""]","[""Saute carrots, onion and celery in butter until onion starts to look clear."", ""Add chopped up chicken; cook for a couple minutes. Stir in tomatoes."", ""Mix flour and vegetable oil."", ""Add to chicken mixture with seasoned salt."", ""Stir and let thicken."", ""Place pie crust into deep dish pie pan."", ""Pour chicken mixture into pie crust."", ""Spoon mashed potatoes, approximately 1/4 cup, into center of pie."", ""Spoon remaining potatoes around the edges of pie. Sprinkle paprika and parsley on top."", ""Bake at 350\u00b0 for 1 hour.""]",4
6316,6316,Stuffed Cabbage,"[""2 lb. 90% lean hamburg"", ""1 c. uncooked rice"", ""2 eggs"", ""1/2 c. tomato juice"", ""1 small onion, chopped"", ""2 stalks chopped celery"", ""salt and pepper to taste"", ""12 big cabbage leaves"", ""1 qt. tomato juice""]","[""Mix first 7 ingredients in a large bowl, using your hands. Divide mixture into 12 even sized balls."", ""Place 1 ball into center of each cabbage leaf."", ""Wrap leaf around mixture."", ""Place each wrapped ball into a crock-pot generously sprayed with Pam."", ""Pour 1 quart tomato juice over cabbage rolls."", ""Cook 2 hours on high, then cook 4 hours on low, then serve.""]",4
6346,6346,Lemon Angel Pie,"[""4 eggs (room temperature)"", ""1/2 tsp. cream of tartar"", ""1 c. sugar"", ""1/2 c. sugar"", ""2 tsp. lemon rind, grated"", ""3 Tbsp. lemon juice"", ""2 c. heavy cream"", ""1 Tbsp. sugar""]","[""Separate eggs."", ""Beat whites until foamy, add cream of tartar and beat until they start to stiffen."", ""Add 1 cup sugar gradually and continue beating until meringue is glossy and stiff enough to hold its shape."", ""Spread on lightly buttered 9-inch pie plate."", ""Make outside rim higher than middle."", ""Bake at 300\u00b0 for 40 minutes. While meringue crust is cooling, beat egg yolks until thick and lemon colored."", ""Beat in 1/2 cup sugar, lemon juice and rind."", ""Cook in a double boiler about 15 to 20 minutes until thick."", ""Cool."", ""Whip 1 cup heavy cream."", ""Fold into lemon mixture blending thoroughly. Fill center of meringue crust with this mixture and chill 8 to 16 hours."", ""When ready to serve, cover top with remaining cup of cream whipped with 1 tablespoon of sugar.""]",4
6353,6353,Chicken Kiev,"[""4 large chicken breasts, boned, skinned and halved"", ""salt"", ""1 Tbsp. chopped green onion"", ""1 Tbsp. snipped parsley"", ""1 Tbsp. water"", ""1/2 c. fine dry bread crumbs"", ""1/4 lb. (1 stick) butter"", ""all-purpose flour"", ""1 beaten egg"", ""fat (for frying)""]","[""Place chicken pieces, boned side up, between 2 pieces of clear plastic wrap."", ""Working out from center, pound to form cutlets not quite 1/4-inch thick."", ""Peel off wrap."", ""Sprinkle with salt, onion and parsley."", ""Cut the stick of chilled butter into 8 slices, placing one at the ends of each cutlet."", ""Roll meat as for jellyroll, tucking in sides."", ""Press end and seal well."", ""Coat each roll with flour and dip in mixture of water and beaten egg."", ""Roll in bread crumbs."", ""Chill thoroughly (at least 1 hour).""]",4
6381,6381,No Added Fat Cornbread,"[""2 c. corn meal (self-rising)"", ""1 c. skim milk"", ""1 Tbsp. lemon juice (optional)"", ""2 egg whites"", ""1 Tbsp. oil (optional)"", ""Pam or Mazola baking spray""]","[""Preheat oven to 400\u00b0."", ""If you want the cornbread to be like buttermilk cornbread, add the lemon juice to the skim milk and let it set for about 3 minutes."", ""Add all ingredients and stir well. Spray nonstick baking pan with baking spray and bake at 400\u00b0 until top is brown."", ""If you do not mind extra fat, I heat 1 tablespoon oil in a seasoned iron skillet"", ""in the oven and when it is hot, take it out and add mix."", ""This gives it a kinda-sorta crusty bottom.""]",4
6393,6393,Pancake Men,"[""1/2 tsp. baking soda"", ""1 c. whole wheat flour"", ""1 c. unbleached all-purpose white flour"", ""1/2 tsp. salt"", ""2 c. buttermilk"", ""1 egg, well beaten"", ""1/4 lb. chuck salt pork""]","[""Heat 1/4 cup water to a boil."", ""Pour it on the baking soda (in a cup) to dissolve and cool."", ""In a large bowl or pitcher, mix the 2 flours and salt."", ""Stir in buttermilk and egg; beat well."", ""Heat the griddle (skillet or electric frying pan) until a few drops of water dance on it."", ""Rub it well with salt pork."", ""Stir baking soda solution into batter."", ""Make pancake men, one at a time, in center of griddle."", ""Fill a serving spoon with batter; pour it in adjoining circles to form torso, head, arms and legs."", ""When bubbles form and burst in batter, turn men with spatula and cook equally long on the other side."", ""Grease griddle again before next pouring."", ""Serve with maple syrup."", ""Makes 6 pancake men.""]",4
6395,6395,Walnut Spice Cake,"[""2 1/2 c. all-purpose flour"", ""1 c. granulated sugar"", ""3/4 c. packed brown sugar"", ""1 tsp. salt"", ""1 tsp. baking powder"", ""3/4 tsp. baking soda"", ""3/4 tsp. ground cloves"", ""3/4 tsp. ground cinnamon"", ""3/4 c. shortening"", ""1 1/4 c. buttermilk"", ""3 eggs"", ""1 c. chopped walnuts""]","[""Heat oven to 350\u00b0."", ""Grease and flour 2 round pans, 9 x 1 1/2-inches."", ""Beat all ingredients except walnuts on low speed 30 seconds, scraping bowl constantly."", ""Beat on high speed 3 minutes, scraping bowl frequently."", ""Stir in walnuts."", ""Pour into pans."", ""Bake 35 to 40 minutes or until toothpick inserted in center comes out clean."", ""Cool 10 minutes; remove from pans and cool completely. Fill and frost with caramel frosting.""]",4
6465,6465,Chocolate Chip Cookies(Low-Fat)  ,"[""3 egg whites (room temperature)"", ""1/4 tsp. cream of tartar or 1 tsp. white vinegar"", ""1 tsp. vanilla"", ""3/4 c. sugar"", ""1/4 c. mini semi-sweet chocolate chips""]","[""Beat egg whites in mixer bowl until soft peaks form."", ""Add cream of tartar and vanilla and beat until stiff peaks form."", ""Add sugar, 2 tablespoons at a time, beating after each addition."", ""Fold in chocolate chips."", ""Drop mixture by heaping teaspoonfuls onto ungreased foil-lined baking sheet and bake at 250\u00b0 for 20 to 25 minutes, or until pale cream in color."", ""Outside will be slightly soft."", ""Makes 36 cookies.""]",4
6535,6535,Crescent Coffee Cake,"[""2 pkg. crescent rolls"", ""2 pkg. cream cheese"", ""1 c. sugar"", ""1 egg, separated"", ""1 tsp. vanilla"", ""1 tsp. cinnamon"", ""1/4 c. sugar"", ""1/2 c. nuts, chopped""]","[""Spread one package of rolls on a greased 10 x 13-inch cookie sheet."", ""Mix the cream cheese, 1 cup sugar, egg yolk and vanilla. Spread on top of rolls."", ""Put another package of rolls over."", ""Beat egg white slightly; brush on rolls."", ""Mix 1/4 cup sugar, cinnamon and nuts; sprinkle on top."", ""Bake at 350\u00b0 for 35 minutes.""]",4
