,idx,title,ingredients,directions,#actions
23618,23618,Pop Up Bread,"[""1 pkg. dry yeast"", ""1 1/2 c. white flour"", ""1/2 c. warm water"", ""1/2 c. milk"", ""5 Tbsp. cooking oil"", ""1/3 c. sugar"", ""1 tsp. salt"", ""2 eggs"", ""1 3/4 c. additional flour""]","[""Stir dry yeast into 1 1/2 cups of flour; set aside."", ""Heat water until just warm, not hot."", ""Mix water with the milk, cooking oil, salt and sugar."", ""Stir until dissolved, then add flour and yeast and stir until smooth."", ""Add eggs (well beaten) and slowly pour in 1 3/4 cups of flour, stirring constantly, until fairly smooth."", ""Dough may be a little tough."", ""Grease two 1-pound coffee cans well with shortening, then fill each can with half of the batter."", ""Let rise to 1 inch from top of cans."", ""Bake for 30 minutes or until golden brown at 375\u00b0."", ""Remove bread from cans and allow to cool.""]",6
23702,23702,Mustard-Grilled Chicken,"[""2/3 c. (6 oz.) Dijon mustard"", ""2 Tbsp. cayenne pepper"", ""1/4 c. (2 oz.) vegetable oil"", ""2 Tbsp. white wine vinegar"", ""1 broiler chicken, about 2-1/2 lb.""]","[""In a small bowl, stir together 1/3 c. of the mustard, 1 Tbsp. of the cayenne, the vegetable oil, and the vinegar."", ""Place the chicken in a large lock-top plastic bag and pour in the mustard mixture."", ""Press out the air and seal the bag tightly."", ""Massage gently to distribute the marinade."", ""Set in a large bowl and refrigerate for at least 2 hours, turning and rubbing the bag occasionally."", ""Prepare a fire for indirect-heat cooking in a covered grill."", ""Combine the remaining 1/3 c. mustard with the remaining 1 Tbsp. cayenne."", ""Remove the chicken from the marinade, allowing as much marinade as possible to cling to the surface. Place the chicken, skin side down, in the center of the grill rack."", ""Grill, turning frequently, for about 25 minutes; do not worry if some of the marinade sticks to the grill."", ""Turn the chicken skin side up and brush it with the mustard-cayenne mixture."", ""Cover the grill, open the vents halfway, and cook until opaque throughout and the juices run clear, about 10 minutes longer."", ""If necessary, cut the chicken into smaller portions, then transfer to warmed individual plates and serve.""]",6
23792,23792,Monkey Bread,"[""2 c. sugar"", ""4 tsp. cinnamon"", ""1/2 c. finely chopped pecans"", ""2 sticks margarine or butter"", ""3 or 4 cans Pillsbury buttermilk biscuits""]","[""Mix first 3 ingredients in a container with a lid."", ""Cut biscuits in quarters."", ""Place several pieces in container with cinnamon mixture and shake to coat each piece."", ""Continue until all pieces have been dredged in cinnamon mixture."", ""Melt 1 stick margarine or butter and pour into Bundt pan."", ""Be sure that the entire pan is greased well."", ""Layer the biscuit pieces."", ""Sprinkle some of the cinnamon mixture over the biscuit pieces."", ""Continue until pieces are layered and sprinkle the last cinnamon mixture on top."", ""Melt a stick of margarine or butter and pour on top."", ""Bake at 350\u00b0 for 30 to 35 minutes."", ""If you pan is small, use 3 cans of biscuits."", ""Use 4 cans for a larger pan.""]",6
24365,24365,Sour Cream Biscuits,"[""4 c. all-purpose flour"", ""1 Tbsp. baking powder"", ""2 tsp. salt"", ""2 tsp. sugar"", ""1/2 tsp. baking soda"", ""1 (16 oz.) container sour cream"", ""1/2 c. shortening""]","[""Preheat oven to 425\u00b0."", ""In a large bowl with fork, mix flour, baking powder, salt, sugar and baking soda."", ""With pastry blender or two knives used scissor-fashion, cut in sour cream and shortening until mixture resembles coarse crumbs."", ""With hands, knead dough 6 to 8 strokes to mix thoroughly."", ""If dough is dry, add a little water, a teaspoon at a time, while kneading."", ""On lightly floured surface, with floured rolling pin, roll dough 1/2-inch thick."", ""With floured 2 1/2-inch round cookie cutter, cut biscuits."", ""Place biscuits on ungreased baking sheet, 1 inch apart."", ""Press trimmings together (don't knead); roll and cut as directed until all dough is used."", ""Bake 10 to 15 minutes until golden."", ""Serve warm."", ""Yields 20 biscuits.""]",6
24547,24547,Meatballs And Spaghetti,"[""1 lb. hamburger"", ""1 c. bread crumbs"", ""1/2 c. Parmesan cheese"", ""1 large can whole tomatoes, drain juice off and save"", ""1 large stalk celery, diced small"", ""seasoning salt"", ""1 egg"", ""oregano"", ""garlic powder"", ""Italian seasoning"", ""16 oz. spaghetti noodles"", ""2 (16 oz.) tomato sauce""]","[""Mix hamburger, bread crumbs, Parmesan cheese, juice of tomatoes, egg, 1/2 teaspoon oregano and seasoning salt."", ""Scoop up a tablespoon of meat mixture into balls and brown in skillet."", ""Mix tomato sauce, cut up the whole tomatoes, diced up celery, 1/2 teaspoon seasoning salt, 1/8 tsp."", ""oregano, 1/2 teaspoon garlic powder and 1/8 teaspoon Italian seasoning and simmer."", ""When meatballs are browned, drain on paper towel, then mix into sauce and simmer for about 20 minutes."", ""Boil water and prepare noodles. Serve meatballs over noodles.""]",6
24647,24647,Beef Stroganoff,"[""1 lb. round steak (1/4-inch thick)"", ""3 Tbsp. flour"", ""1 3/4 tsp. salt"", ""1/4 tsp. pepper"", ""1 tsp. paprika"", ""1 Tbsp. minced garlic"", ""1/4 c. shortening"", ""1/2 c. chopped onion"", ""1 can beef consomme"", ""1/2 c. water"", ""1 lb. fresh mushrooms"", ""1/2 c. sour cream""]","[""Cut round steak into bite size pieces, then put flour, salt, pepper, paprika and garlic in plastic bag and add meat."", ""Shake well until the meat is coated."", ""Keep remaining flour to thicken mixture."", ""Melt shortening; add meat and brown well."", ""Add onions and cook until transparent."", ""Add consomme, water and mushrooms. Cover and cook slowly until meat is tender."", ""Stir occasionally. Thicken and add sour cream and 2 tablespoons chives (cut fine). Serve over noodles.""]",6
24758,24758,Spaghetti Pie,"[""1 pkg. dry spaghetti sauce mix"", ""2 lb. hamburger meat"", ""2 pkg. spaghetti noodles"", ""1/4 c. sugar"", ""1 tsp. oregano"", ""garlic salt to taste"", ""1 medium onion, diced"", ""2 eggs, beaten"", ""1/2 c. Parmesan cheese"", ""3/4 stick butter"", ""3 (8 oz.) pkg. Mozzarella cheese"", ""16 oz. carton cottage cheese"", ""1 large can tomato paste""]","[""Brown hamburger meat and drain."", ""Add tomato paste, sugar, oregano, dry spaghetti mix, onion, garlic salt and 3 cups of water."", ""Stir and simmer over low heat for one hour."", ""Boil spaghetti noodles as directed on package; cook until tender and drain."", ""Add butter and eggs; mix well."", ""Take four casserole dishes, in each dish, put an even amount of noodles, then a thin layer of cottage cheese on each."", ""Take the meat sauce and cover each; sprinkle Parmesan cheese and grated Mozzarella cheese over that."", ""Put in oven at 400\u00b0 until cheese is melted.""]",6
24898,24898,Chicken Lickin' Casserole,"[""1 (10 oz.) pkg. herb seasoned cube stuffing"", ""1/2 c. melted butter or margarine"", ""1/2 c. chicken broth"", ""2 lb. skinless and boneless chicken breasts, cut into 1-inch cubes"", ""2 cans cream of mushroom soup"", ""1 (9 oz.) pkg. frozen cut green beans, thawed"", ""8 oz. Cheddar cheese, grated""]","[""In a bowl, mix stuffing, butter and broth."", ""Pour mixture into a greased 9 x 13-inch baking pan."", ""Spread evenly."", ""In a bowl, mix chicken, soup and green beans."", ""Spread mixture evenly over stuffing."", ""Cover and bake in a preheated, moderate oven at 350\u00b0 for 40 to 45 minutes."", ""Remove from oven, uncover and sprinkle with cheese."", ""Place in oven and bake 10 minutes.""]",6
24939,24939,Chicken Tetrazzini,"[""1 medium green pepper"", ""4 Tbsp. butter or margarine"", ""5 level Tbsp. flour"", ""Salt and Pepper to taste"", ""2 c. whole milk"", ""2 c. chicken broth"", ""1 1/2 c. grated mild or medium cheddar cheese"", ""1 (4-oz.) can chopped pimento (drained)"", ""1 can cream of chicken soup"", ""1 (8-oz) jar sliced mushrooms - including juice"", ""4 oz. thin spaghetti, broken once (cook and stir in last)"", ""4 cups cooked chicken, pulled into bite size pieces""]","[""Wash and clean chicken breast, leaving skin on but remove all excess fat pieces."", ""Cover with water and cook over medium heat until tender."", ""(Also see chicken broth under miscellaneous section of this cookbook.)"", ""When done, remove chicken and set aside to cool enough to handle."", ""Save the chicken broth."", ""Remove skin and discard."", ""When cool, pull the chicken into bite size pieces and place in a very large bowl."", ""Cook green pepper in 4 Tbsp. butter until wilted; set aside.""]",6
25571,25571,"Light, Hot 'N' Sassy Buffalo Wings","[""1 1/2 c. oatmeal, crushed"", ""2 tsp. paprika"", ""1 tsp. garlic powder"", ""1 tsp. salt"", ""3 egg whites"", ""3 Tbsp. liquid red pepper sauce"", ""3 chicken breasts, split, boned, skinned and cut up into strips"", ""light Ranch dressing""]","[""Blend dry ingredients."", ""Place in shallow bowl."", ""Beat egg whites with pepper sauce."", ""Coat chicken strips with oats."", ""Dip in egg mixture and then in oats."", ""Place in broiler rack, sprayed with Pam to coat."", ""Broil 4 inches from heat for 3 minutes."", ""Remove from oven; turn over."", ""Spray with Pam."", ""Return to oven; cook 2 to 3 minutes longer."", ""Serve with light Ranch dressing as dip.""]",6
25708,25708,Soup Mixture,"[""2 gal. tomatoes"", ""1 c. lima or green beans"", ""10 ears corn, cut and cooked"", ""6 onions, sliced"", ""4 green peppers banana pepper"", ""1 c. carrots, cut in small rings"", ""2 c. okra, sliced"", ""1 qt. warm water"", ""1/4 to 1/3 c. salt"", ""1/3 to 1/2 c. vinegar"", ""1 c. sugar""]","[""Begin vegetables cooking in small Dutch oven."", ""Add just enough water to keep from sticking to bottom."", ""Let cook all the time while you are peeling tomatoes."", ""Use the quart of water in bottom of large pot and add peeled tomatoes."", ""Let cook until they begin to fall apart."", ""Add other vegetables and water they were cooked in. Add other ingredients, salt, vinegar and sugar."", ""Let come to simmer for 20 to 30 minutes."", ""Put that mixture in jar."", ""Seal."", ""Pressure at 10 pounds for 5 minutes."", ""Add meat and potatoes in winter when you eat it.""]",6
25771,25771,Venison Delight Stew,"[""5 to 7 raw carrots"", ""5 to 7 baking potatoes"", ""2 to 3 lb. deer roast (cut off fat)"", ""1 or 2 pkg. onion soup mix"", ""1/2 or 1 c. water"", ""Adolph's seasoning""]","[""Peel and wash carrots and potatoes."", ""Cut up into small chunks. Place in the bottom of a crock-pot."", ""Put deer roast on top. Sprinkle Adolph's seasoning on meat."", ""Pour onion soup mix over roast."", ""Pour water over top and cover with lid."", ""Cook on low heat for approximately 6 to 8 hours, if able, or cook on high heat for approximately 4 hours and then lower setting to medium heat."", ""Use judgement, depending on size of meat."", ""Periodically, as juices develop, baste meat and vegetables."", ""It will melt in your mouth!""]",6
26660,26660,Judy'S Eggplant Casserole,"[""1 large eggplant"", ""1 large onion, chopped fine"", ""2 Tbsp. butter"", ""1/2 c. cheddar cheese, shredded"", ""10 saltine crackers, crumbled fine"", ""10 Ritz crackers, crumbled fine"", ""1 eggs, well beaten"", ""1 tsp. garlic, minced"", ""1/2 tsp. black pepper"", ""2 Tbsp. butter, melted"", ""1 c. milk""]","[""Wash and peel eggplant; cut in small pieces, add onion, garlic and 2 Tbsp. butter, cover with enough milk to cook the eggplant until tender."", ""Pour off any excess milk and mash eggplant mixture is still hot."", ""Add saltine crackers and mix well."", ""Add small amounts of hot eggplant mixture to egg, beating well between additions to temper egg mixture."", ""Add egg mixture slowly to the other mixture and mix well."", ""Pour mixture into well greased 1 1/2 quart casserole dish."", ""Mix melted butter with Ritz cracker crumbs, spread over to of egg plant."", ""Bake 30 - 45 minutes in 350 oven until golden brown."", ""Best served hot.""]",6
28175,28175,Unfried Catfish,"[""light vegetable oil cooking spray"", ""1/4 c. cornmeal"", ""1 tsp. dried thyme"", ""1 tsp. dried basil"", ""1/2 tsp. garlic powder"", ""1/2 tsp. lemon pepper"", ""4 tsp. blackening seasoning"", ""4 (4 oz.) catfish fillets"", ""1/2 tsp. paprika""]","[""Preheat the oven to 400\u00b0."", ""Spray vegetable oil over baking sheet 3 times to coat."", ""Put the cornmeal, thyme and basil on a large plate and mix well."", ""Sprinkle 1/8 teaspoon of garlic powder, 1/8 teaspoon lemon pepper and 1 teaspoon of blackening seasoning on each of the catfish fillets."", ""Coat the fillets thoroughly with the cornmeal mixture and transfer them to the prepared baking sheet."", ""Dust each fillet with 1/8 teaspoon of the paprika."", ""Coat the catfish lightly with the cooking spray.""]",6
28798,28798,Stroganoff,"[""1 lb. ground beef"", ""1 pkg. dry onion soup"", ""1 can golden mushroom soup"", ""8 oz. wide noodles"", ""1 c. sour cream""]","[""Fry meat; drain."", ""Add dry soup and fill package with water twice."", ""Add to meat."", ""Add mushroom soup and 1 can water; mix well. Add noodles to top."", ""Put on lid; cook on low until noodles are done (check and stir often)."", ""Remove from heat; stir in sour cream.""]",6
29052,29052,Hamburger And Rice Casserole,"[""1 lb. hamburger"", ""1 tsp. onion juice or 1 Tbsp. onion, chopped very fine"", ""1/2 c. celery, chopped fine"", ""1/4 tsp. ground black pepper"", ""1 tsp. salt"", ""dash of nutmeg"", ""1 (8 oz.) can tomato sauce"", ""1 egg"", ""2 c. cooked regular rice"", ""1/2 c. dry bread crumbs"", ""1 Tbsp. butter or oleo""]","[""Put the hamburger into a good-sized mixing bowl."", ""Add the onion, celery, pepper, salt and nutmeg."", ""Mix all very thoroughly, then stir in tomato sauce."", ""In another mixing bowl, beat the egg until light and lemon colored."", ""Add the rice and mix thoroughly. Press half the rice-egg mixture around the sides and over the bottom of well-greased casserole dish."", ""Reserve the other half of the rice to go over the top."", ""Place this casserole under the broiler for 5 minutes, or until rice begins to brown and is set firmly around the sides."", ""Remove from the oven and put in the meat mixture carefully; spread evenly."", ""Cover with the remaining rice-egg mixture."", ""Sprinkle bread crumbs on top."", ""Dot with the butter."", ""Bake at 350\u00b0 for 45 minutes."", ""Just before serving, place under broiler for a few seconds to brown the crumbs on top.""]",6
29426,29426,Chuck Roast With Mushrooms,"[""chuck roast (any size)"", ""salt and pepper"", ""1 large can mushroom pieces"", ""water"", ""1 pkg. Lipton onion soup mix"", ""1 can consomme (beef broth)""]","[""Flour, salt and pepper roast."", ""Brown slowly in oil in heavy Dutch oven."", ""Remove from pan and pour off any excess oil."", ""Place trivet in bottom of pan and return roast to pan."", ""Add onion soup mix, mushrooms and liquid with consomme."", ""Fill consomme can with hot water and pour over roast."", ""Cook for 2 1/2 hours or until meat is good and tender."", ""Remove meat from pan and make gravy with liquid.""]",6
30758,30758,Venison Parmesana For Two,"[""2 Tbsp. chopped onion"", ""1 Tbsp. margarine"", ""2 venison steaks"", ""1/4 c. milk"", ""1/2 c. bread crumbs"", ""salt and pepper to taste"", ""1 (8 oz.) can tomato sauce"", ""1/4 to 1/2 c. grated Parmesan cheese"", ""1/4 c. sliced mushrooms (optional)""]","[""Saute onion in margarine in skillet until tender."", ""Dip steaks in milk; coat with a mixture of crumbs, salt and pepper."", ""Brown quickly in the hot skillet from which the onions have been removed. Place in a baking dish."", ""Add tomato sauce to skillet; heat for several minutes, stirring occasionally."", ""Add mushrooms now and pour sauce over steaks."", ""Bake, covered, at 350\u00b0 for 30 minutes."", ""Remove from oven and sprinkle with cheese."", ""Let stand, covered, for a few minutes to melt the cheese."", ""Great served with rice pilaf.""]",6
